"EcoSite","Plot","WaterYear","p_monsoon_D","p_winter_D","p_spring_D","p_annual_D","winter_D","spring_D"
"GLCA_P","P10",2024,439.0000115,24.6000002,144.1000013,721.5000151,NA,NA
"GLCA_P","P11",2008,408.699997,NA,209.7999935,NA,34.8000002,99.9000016
"GLCA_P","P11",2009,430.10001,34.8000002,204.8000031,811.1000048,41.4000006,134.2000008
"GLCA_P","P11",2010,454.300007,41.4000006,245.2999993,857.4000084,36.0999994,56.4000012
"GLCA_P","P11",2011,398.1000061,36.0999994,155.9999997,757.5000121,32.6999998,105.0999966
"GLCA_P","P11",2012,418.5999985,32.6999998,199.8999997,763.8000041,31.8000002,124.2000018
"GLCA_P","P11",2013,429.39999,31.8000002,245.3000003,844.2999946,53.3000002,108
"GLCA_P","P11",2014,321.2999991,53.3000002,217.0999985,760.8999947,26.199999,107.6000033
"GLCA_P","P11",2015,424.7999953,26.199999,218.9000064,797.100006,48.5,102.3999997
"GLCA_P","P11",2016,388.0999984,48.5,185.8000012,738.9999961,19.2000003,99.0000019
"GLCA_P","P11",2017,445.3999938,19.2000003,196.5000019,791.1000022,36.8000002,88.4999981
"GLCA_P","P11",2018,427.5999908,36.8000002,188.8999996,801.4999856,69.6000004,127.0000039
"GLCA_P","P11",2019,402.5999946,69.6000004,252.1000024,908.599989,34.2000003,84.999999
"GLCA_P","P11",2020,465.5999984,34.2000003,151.499999,744.2000031,30.5000002,104.2999992
"GLCA_P","P11",2021,472.699997,30.5000002,231.6000023,874.9000026,42.4000001,136.3999976
"GLCA_P","P11",2022,409.7999954,42.4000001,258.7999991,886.7999963,56.5999984,141.3000012
"GLCA_P","P11",2023,422.8999976,56.5999984,266.8999997,873,22.8999999,37.8999996
"GLCA_P","P11",2024,426.5999985,22.8999999,139.4999981,700.9999989,NA,NA
"GLCA_P","P12",2008,422.8999976,NA,229.300002,NA,37.6999998,102.9000006
"GLCA_P","P12",2009,441.4999923,37.6999998,212.4999991,834.499989,42.1999998,137.8000031
"GLCA_P","P12",2010,462.5,42.1999998,253.2000046,877.4000092,36.9000006,62.7999983
"GLCA_P","P12",2011,407.8999977,36.9000006,167.9999952,786.2999945,32.6000004,107.9000006
"GLCA_P","P12",2012,420.9999885,32.6000004,206.9000006,773.1999912,31.9000006,131.1999988
"GLCA_P","P12",2013,429.0000039,31.9000006,256.0000019,858.6000005,52.3000002,113.6999969
"GLCA_P","P12",2014,334.7000085,52.3000002,226.6999969,783.5000029,27.5999994,123.2000017
"GLCA_P","P12",2015,432.9000015,27.5999994,239.2000017,831.300005,48.7000008,107.2999992
"GLCA_P","P12",2016,395.1000061,48.7000008,194.7999992,756.6000061,15.5,96.6999994
"GLCA_P","P12",2017,444.9000168,15.5,201.2999979,797.300007,36.2000006,88.3000016
"GLCA_P","P12",2018,433.3999862,36.2000006,193.7000031,812.3999931,71.2000008,130.6999988
"GLCA_P","P12",2019,398.6999931,71.2000008,259.0000019,920.4999962,32.6000009,84.2000032
"GLCA_P","P12",2020,473.9000053,32.6000009,154.8000017,750.7000095,30.2999999,106.4999961
"GLCA_P","P12",2021,479.5000038,30.2999999,238.39999,890.1999999,43.4000006,137
"GLCA_P","P12",2022,411.0999908,43.4000006,260.5,890.8999862,58.1000004,145.4999952
"GLCA_P","P12",2023,428.5,58.1000004,272.5999937,886.399991,22.8,39.4000009
"GLCA_P","P12",2024,429,22.8,147.700004,716.0000041,NA,NA
